director_name,actor_1_name,actor_2_name,actor_3_name,genres,language,imdb_score,movie_title
George A. Romero,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,Horror,English,6.2,land of the dead
Danny Pang,Louis Koo,Angelica Lee,Ching Wan Lau,Action,Chinese,5.7,out of inferno
Terry Gilliam,Johnny Depp,Michael Jeter,Ellen Barkin,Adventure Comedy Drama,English,7.7,fear and loathing in las vegas
Ricky Gervais,Jennifer Garner,Tina Fey,Martin Starr,Comedy Fantasy Romance,English,6.4,the invention of lying
Nicholas Stoller,Craig Roberts,Carla Gallo,Ike Barinholtz,Comedy,English,6.4,neighbors
Chuck Russell,Peter Greene,Amy Yasbeck,Reg E. Cathey,Action Comedy Crime Fantasy,English,6.9,the mask
Penny Marshall,Tom Hanks,Jon Lovitz,John Heard,Comedy Drama Family Fantasy Romance,English,7.3,big
Larry Charles,Luenell,Ken Davitian,Chester,Comedy,English,7.3,borat: cultural learnings of america for make benefit glorious nation of kazakhstan
Robert Luketic,Linda Cardellini,Raquel Welch,Alanna Ubach,Comedy Romance,English,6.2,legally blonde
Leonard Nimoy,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Action Adventure Sci-Fi,English,6.6,star trek iii: the search for spock
Scott Derrickson,Tom Wilkinson,Colm Feore,JR Bourne,Drama Horror Thriller,English,6.7,the exorcism of emily rose
Mike Mitchell,Amy Poehler,Eddie Griffin,Bree Turner,Comedy Romance,English,5.7,deuce bigalow: male gigolo
Vic Armstrong,Nicolas Cage,Lea Thompson,Quinton Aaron,Action Drama Fantasy Mystery Thriller,English,3.1,left behind
Thomas Bezucha,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Comedy Drama Romance,English,6.3,the family stone
Kevin Rodney Sullivan,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Comedy Drama,English,5.7,barbershop 2: back in business
Terry Zwigoff,Bernie Mac,Tony Cox,Alex Borstein,Comedy Crime Drama,English,7.1,bad santa
Jay Roach,Will Ferrell,Charles Napier,Robert Wagner,Comedy Crime,English,7.0,austin powers: international man of mystery
Kirk Jones,Nia Vardalos,Louis Mandylor,Joey Fatone,Comedy Family Romance,English,6.1,my big fat greek wedding 2
David Bowers,Zachary Gordon,Rachael Harris,Fran Kranz,Comedy Family,English,6.6,diary of a wimpy kid: rodrick rules
John McTiernan,Shane Black,Bill Duke,Carl Weathers,Action Horror Sci-Fi,English,7.8,predator
Milos Forman,Jeffrey Jones,F. Murray Abraham,Tom Hulce,Biography Drama History Music,English,8.3,amadeus
Nelson McCormick,Ming-Na Wen,Scott Porter,Collins Pennie,Horror Mystery,English,3.9,prom night
Mark Waters,Tina Fey,Amy Poehler,Neil Flynn,Comedy,English,7.0,mean girls
Audrey Wells,Raoul Bova,Lindsay Duncan,Mario Monicelli,Comedy Drama Romance,English,6.7,under the tuscan sun
Robert Altman,Kristin Scott Thomas,Bob Balaban,Tom Hollander,Drama Mystery,English,7.3,gosford park
unknown,Peter Gallagher,Melinda Clarke,Tate Donovan,Comedy Drama Romance,English,7.5,the o.c.            
Francis Ford Coppola,Nicolas Cage,Kathleen Turner,Joan Allen,Comedy Drama Fantasy Romance,English,6.3,peggy sue got married
Alejandro G. Iñárritu,Emma Stone,Naomi Watts,Merritt Wever,Comedy Drama Romance,English,7.8,birdman or (the unexpected virtue of ignorance)
Woody Allen,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Drama,English,7.3,blue jasmine
Paul Greengrass,Christian Clemenson,David Alan Basche,Susan Blommaert,Drama History Thriller,English,7.6,united 93
Bille Woodruff,Christian Monzon,Mekhi Phifer,Romeo Miller,Drama Music Romance,English,5.3,honey
Edward Zwick,Denzel Washington,Morgan Freeman,Matthew Broderick,Drama History War,English,7.9,glory
Rick Friedberg,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,Action Comedy,English,5.3,spy hard
John Carpenter,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,Fantasy Horror,English,6.8,the fog
Sean McNamara,Dennis Quaid,Chris Brochu,Craig T. Nelson,Biography Drama Family Sport,English,7.1,soul surfer
Mike Nichols,Bob Newhart,Bob Balaban,Martin Balsam,Comedy Drama War,English,7.2,catch-22
Jody Hill,Collette Wolfe,Celia Weston,Dan Bakkedahl,Comedy Crime Drama,English,5.8,observe and report
Richard Fleischer,Mako,Olivia d'Abo,Grace Jones,Action Adventure Fantasy,English,5.8,conan the destroyer
Martin Scorsese,Robert De Niro,Cathy Moriarty,Frank Vincent,Biography Drama Sport,English,8.3,raging bull
Brandon Camp,Judy Greer,Sasha Alexander,Frances Conroy,Drama Romance,English,5.6,love happens
Barry Levinson,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,Adventure Fantasy Mystery Thriller,English,6.8,young sherlock holmes
Kevin Tancharoen,Kelsey Grammer,Kay Panabaker,Megan Mullally,Comedy Drama Musical Romance,English,5.0,fame
Danny Boyle,James Franco,Treat Williams,Kate Burton,Adventure Biography Drama Thriller,English,7.6,127 hours
Woody Allen,Woody Allen,Jon Lovitz,Michael Rapaport,Comedy Crime,English,6.7,small time crooks
Nicholas Hytner,Amanda Schull,Susan May Pratt,Ethan Stiefel,Drama Music Romance,English,6.7,center stage
Jessie Nelson,Olivia Wilde,Alex Borstein,Timothée Chalamet,Comedy,English,5.7,love the coopers
Bart Freundlich,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,Comedy Crime,English,5.2,catch that kid
Irwin Winkler,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,Drama,English,7.5,life as a house
Danny Boyle,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,Biography Drama,English,7.2,steve jobs
Chris Columbus,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,Comedy Romance,English,5.3,"i love you, beth cooper"
Miguel Arteta,Steve Buscemi,Ari Graynor,Fred Willard,Comedy Drama Romance,English,6.5,youth in revolt
William A. Fraker,Jason Robards,Richard Farnsworth,Michael Horse,Action Adventure Western,English,5.0,the legend of the lone ranger
John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,Drama Thriller,English,6.1,the tailor of panama
Brian De Palma,Nancy Allen,Dennis Franz,John McMartin,Mystery Thriller,English,7.4,blow out
Courtney Solomon,Rebecca Budig,Paul Freeman,Bruce Payne,Action Crime Thriller,English,4.4,getaway
Ang Lee,Joan Allen,Kate Burton,Henry Czerny,Drama,English,7.5,the ice storm
Rob Reiner,Yaya DaCosta,Annie Parisse,Frankie Valli,Comedy Drama Romance,English,5.7,and so it goes
Jeff Kanew,Craig T. Nelson,Shelley Long,Kellie Martin,Adventure Comedy,English,5.5,troop beverly hills
István Szabó,Miriam Margolyes,Shaun Evans,Juliet Stevenson,Comedy Drama Romance,English,7.1,being julia
Adrian Lyne,David Margulies,Karen Young,Kim Chan,Drama Romance,English,5.9,9½ weeks
Matthew Robbins,Ian McDiarmid,Ralph Richardson,Albert Salmi,Action Adventure Fantasy,English,6.7,dragonslayer
Michael Hoffman,David Masterson,Kerry Condon,Anne-Marie Duff,Biography Drama Romance,English,7.0,the last station
Tim Burton,Johnny Depp,Bill Murray,Martin Landau,Biography Comedy Drama,English,7.9,ed wood
Jason Reitman,J.K. Simmons,Kate Winslet,Brooke Smith,Drama,English,6.9,labor day
Sergey Bodrov,Tadanobu Asano,Khulan Chuluun,Honglei Sun,Adventure Biography Drama History War,Mongolian,7.3,mongol: the rise of genghis khan
Guy Ritchie,Tom Hardy,Gerard Butler,Tom Wilkinson,Action Crime Thriller,English,7.3,rocknrolla
Hal Needham,Barry Bostwick,Michael Beck,Henry Silva,Action Sci-Fi,English,3.5,megaforce
Kenneth Branagh,Julie Christie,Brian Blessed,Richard Briers,Drama,English,7.8,hamlet
Bruce Beresford,Bruce Greenwood,Suzie Steen,Aden Young,Biography Drama Music Romance,English,7.4,mao's last dancer
Jeff Nichols,Kirsten Dunst,Sam Shepard,Paul Sparks,Adventure Drama Sci-Fi Thriller,English,6.7,midnight special
Woody Allen,Woody Allen,Stockard Channing,Fisher Stevens,Comedy Romance,English,6.4,anything else
Jonathan Teplitzky,Jeremy Irvine,Colin Firth,Sam Reid,Biography Drama Romance War,English,7.1,the railway man
unknown,Poppy Montgomery,Dylan Walsh,Dallas Roberts,Drama Mystery,unknown,6.7,unforgettable            
Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,Drama Mystery,German,7.8,the white ribbon
Zack Ward,Zack Ward,Anna Harr,James Cullen Bressack,Horror,English,4.0,restoration
Mike Marvin,Clint Howard,Randy Quaid,Nick Cassavetes,Action Horror Romance Sci-Fi Thriller,English,5.9,the wraith
D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,Crime Drama Mystery Thriller,English,7.2,the salton sea
Nimród Antal,James Hetfield,Mackenzie Gray,Lars Ulrich,Music,English,7.2,metallica through the never
Gregor Jordan,Austin Nichols,Brad Renfro,Lou Taylor Pucci,Crime Drama Thriller,English,5.1,the informers
unknown,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,Biography Crime Drama Thriller,English,7.7,carlos            
Tran Anh Hung,Takuya Kimura,Simón Andreu,Shawn Yue,Thriller,English,5.5,i come with the rain
Lance Hool,Tom Berenger,Joaquim de Almeida,Mark Moses,Action Drama History Romance War Western,English,6.2,one man's hero
George A. Romero,Greg Nicotero,John Amplas,Joseph Pilato,Horror,English,7.2,day of the dead
Chuck Russell,Sam Trammell,Rebecca De Mornay,Amanda Schull,Action Crime Drama Thriller,English,5.2,i am wrath
Christian Volckman,Romola Garai,Catherine McCormack,Kevork Malikyan,Action Animation Sci-Fi Thriller,English,6.7,renaissance
Jon Cassar,Demi Moore,Landon Liboiron,Michael Wincott,Drama Western,English,6.3,forsaken
Richard Fleischer,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,Action Adventure Fantasy,English,5.0,red sonja
Rodrigo Cortés,Robert De Niro,Toby Jones,Craig Roberts,Drama Horror Mystery Thriller,English,6.2,red lights
Greg Mottola,Emma Stone,Joe Lo Truglio,Kevin Corrigan,Comedy,English,7.6,superbad
Tyler Perry,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,Comedy Crime Drama,English,4.1,madea goes to jail
David Hayter,Jason Momoa,Jennifer Hale,Stephen McHattie,Action Horror,English,5.3,wolves
Jon M. Chu,Cassie Ventura,Mari Koda,Luis Rosado,Drama Music Musical Romance,English,6.2,step up 2: the streets
Cory Edwards,Anne Hathaway,Chazz Palminteri,Jim Belushi,Action Animation Comedy Crime Family,English,6.5,hoodwinked!
Terry George,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,Drama History War,English,8.1,hotel rwanda
Xavier Gens,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,Action Crime Drama Thriller,English,6.3,hitman
Kasi Lemmons,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,Drama Family Music Musical,English,4.4,black nativity
Brian A Miller,Bruce Willis,50 Cent,Jessica Lowndes,Action Thriller,English,4.6,the prince
Matt Dillon,Kirk Fox,Shawn Andrews,Rob Campbell,Crime Drama Thriller,English,6.0,city of ghosts
Alejandro Amenábar,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,Fantasy Horror Thriller,English,7.6,the others
James Cameron,Michael Biehn,Carrie Henn,Jenette Goldstein,Action Adventure Sci-Fi,English,8.4,aliens
George Cukor,Jeremy Brett,Rex Harrison,Theodore Bikel,Drama Family Musical Romance,English,7.9,my fair lady
Jim Gillespie,Muse Watson,Sarah Michelle Gellar,Anne Heche,Horror Mystery Thriller,English,5.6,i know what you did last summer
Luke Greenfield,Rob Riggle,Damon Wayans Jr.,James D'Arcy,Comedy,English,6.5,let's be cops
Alexander Payne,Virginia Madsen,Patrick Gallagher,M.C. Gainey,Adventure Comedy Drama Romance,English,7.5,sideways
Jay Chandrasekhar,Chris Moss,Owain Yeoman,Jay Chandrasekhar,Comedy,English,6.3,beerfest
John Carpenter,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,Horror Thriller,English,7.9,halloween
Yimou Zhang,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,Action Adventure History,Mandarin,7.9,hero
John Hoffman,Liam Aiken,Molly Shannon,Kevin Nealon,Comedy Drama Family Fantasy Sci-Fi,English,5.1,good boy!
Malcolm D. Lee,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,Comedy Drama,English,6.7,the best man holiday
Joe Carnahan,Ryan Reynolds,Common,Alex Rocco,Action Crime Drama Thriller,English,6.7,smokin' aces
Kevin Greutert,Costas Mandylor,Gina Holden,Betsy Russell,Horror Mystery,English,5.6,saw 3d: the final chapter
Michael Lehmann,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,Comedy Romance,English,5.6,40 days and 40 nights
Joseph Kosinski,Jeff Bridges,Olivia Wilde,James Frain,Action Adventure Sci-Fi,English,6.8,tron: legacy
John Fortenberry,Will Ferrell,Chris Kattan,Dan Hedaya,Comedy Music Romance,English,6.2,a night at the roxbury
Daniel Barnz,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,Drama Fantasy Romance,English,5.6,beastly
Alexandre Aja,Dan Byrd,Greg Nicotero,Vinessa Shaw,Horror,English,6.4,the hills have eyes
Sam Weisman,Kevin Grevioux,Jenna Boyd,Mary McCormack,Comedy,English,5.6,dickie roberts: former child star
Niki Caro,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,Biography Drama Sport,English,7.4,"mcfarland, usa"
Erik White,Brandon T. Jackson,Loretta Devine,Shad Moss,Comedy,English,4.9,lottery ticket
Chris Robinson,T.I.,Adam Boyer,Malika,Comedy Crime Drama Music Romance,English,6.0,atl
Jason Moore,Anna Kendrick,Hana Mae Lee,Ben Platt,Comedy Music Romance,English,7.2,pitch perfect
Michael Tollin,Marc Blucas,Brian Dennehy,Bruce Davison,Comedy Drama Romance Sport,English,4.9,summer catch
Sam Raimi,Gary Cole,Bridget Fonda,Chelcie Ross,Crime Drama Thriller,English,7.5,a simple plan
Robert Harmon,Alexander Gould,Ethan Embry,Marc Blucas,Horror Mystery Thriller,English,4.8,they
Trent Cooper,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,Comedy Romance,English,3.1,larry the cable guy: health inspector
Gary Halvorson,Vanessa Williams,Kevin Clash,Caroll Spinney,Adventure Comedy Family Fantasy Musical,English,5.8,the adventures of elmo in grouchland
Antoine Fuqua,Don Cheadle,Lili Taylor,Armando Riesco,Crime Drama Thriller,English,6.7,brooklyn's finest
Nicholas Ray,Ava Gardner,David Niven,John Ireland,Action Adventure Drama History War,English,6.8,55 days at peking
Fede Alvarez,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,Horror,English,6.5,evil dead
Donald Petrie,Nia Vardalos,Harland Williams,Rachel Dratch,Comedy Romance,English,5.9,my life in ruins
Paul Weitz,Judy Greer,Dennis Quaid,Chris Klein,Comedy Music,English,5.5,american dreamz
Sidney J. Furie,Jim Broadbent,Margot Kidder,William Hootkins,Action Adventure Family Sci-Fi,English,3.6,superman iv: the quest for peace
Ian Iqbal Rashid,DeRay Davis,Clé Bennett,Conrad Coates,Drama,English,3.3,how she move
Wayne Kramer,Paul Walker,Chazz Palminteri,Ivana Milicevic,Action Crime Drama Thriller,English,7.4,running scared
Rowdy Herrington,Aidan Quinn,Jeremy Northam,Paul Freeman,Biography Drama Romance Sport,English,6.7,bobby jones: stroke of genius
Jim Goddard,Victor Wong,Paul Freeman,Clyde Kusatsu,Adventure Crime Drama Romance,English,3.0,shanghai surprise
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Drama Mystery Romance Thriller,English,7.6,the illusionist
Noel Marshall,Tippi Hedren,Melanie Griffith,Zakes Mokae,Adventure Horror Thriller,English,6.4,roar
Joel Schumacher,Brenda Fricker,David Murray,Gerard McSorley,Biography Crime Drama Thriller,English,6.9,veronica guerin
Andrea Di Stefano,Josh Hutcherson,Brady Corbet,Carlos Bardem,Crime Drama Romance Thriller,English,6.6,escobar: paradise lost
Richard Kelly,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,Comedy Mystery Sci-Fi Thriller,English,5.5,southland tales
Guillaume Ivernel,Rob Paulsen,Jess Harnell,Mary Mouser,Adventure Animation Family Fantasy,French,6.6,dragon hunters
Jack Smight,George Peppard,Jan-Michael Vincent,Paul Winfield,Sci-Fi,English,5.2,damnation alley
Todd Lincoln,Julianna Guill,Rick Gomez,Tim Williams,Horror Thriller,English,4.1,the apparition
Howard Zieff,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,Comedy Drama Family Romance,English,6.8,my girl
Steven Shainberg,Robert Downey Jr.,Ty Burrell,Matt Servitto,Biography Drama Romance,English,6.5,fur: an imaginary portrait of diane arbus
Neil Burger,Rufus Sewell,Eddie Marsan,Jake Wood,Drama Mystery Romance Thriller,English,7.6,the illusionist
Oliver Stone,Hal Holbrook,Tamara Tunie,James Karen,Crime Drama,English,7.4,wall street
Ang Lee,Alan Rickman,Kate Winslet,Tom Wilkinson,Drama Romance,English,7.7,sense and sensibility
Julian Jarrold,Anne Hathaway,Julie Walters,Laurence Fox,Biography Drama Romance,English,7.1,becoming jane
Joe Nussbaum,Danny Strong,Matt Long,Samm Levine,Comedy Romance,English,6.3,sydney white
Vadim Perelman,Frances Fisher,Kim Dickens,Ron Eldard,Drama,English,7.6,house of sand and fog
Peter Weir,Robin Williams,Josh Charles,Kurtwood Smith,Comedy Drama,English,8.0,dead poets society
Peter Farrelly,Lauren Holly,Mike Starr,Teri Garr,Comedy,English,7.3,dumb & dumber
Rob Reiner,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,Comedy Drama Romance,English,7.6,when harry met sally...
Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,Drama,English,7.8,the verdict
Todd Phillips,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,Comedy,English,6.5,road trip
Brian Robbins,Paul Walker,Ron Lester,Mark Walters,Comedy Drama Romance Sport,English,6.4,varsity blues
Michel Hazanavicius,Bérénice Bejo,Ed Lauter,Beth Grant,Comedy Drama Romance,English,8.0,the artist
David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,Drama Fantasy Horror Mystery Thriller,English,4.8,the unborn
Wes Anderson,Bruce Willis,Bill Murray,Bob Balaban,Adventure Comedy Drama Romance,English,7.8,moonrise kingdom
Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,Horror,English,5.9,the texas chainsaw massacre: the beginning
Cyrus Nowrasteh,Clive Russell,Vincent Walsh,Finn Ireland,Drama,English,5.4,the young messiah
Perry Andelin Blake,Jennifer Esposito,Kenan Thompson,James Brolin,Comedy Family,English,3.3,the master of disguise
Guillermo del Toro,Ivana Baquero,Maribel Verdú,Sergi López,Drama Fantasy War,Spanish,8.2,pan's labyrinth
unknown,Joel Courtney,Jessika Van,Riley Smith,Drama Fantasy Mystery Thriller,English,6.6,the messengers            
John Whitesell,Leslie Bibb,Angus T. Jones,Paul Sorvino,Action Comedy Crime Family,English,5.4,see spot run
John Singleton,Mo'Nique,Snoop Dogg,Angell Conwell,Crime Drama Romance Thriller,English,6.4,baby boy
Christian E. Christiansen,Leighton Meester,Danneel Ackles,Frances Fisher,Drama Horror Thriller,English,4.8,the roommate
Dennie Gordon,Brittany Daniel,Erik Per Sullivan,Fred Ward,Adventure Comedy Drama,English,5.9,joe dirt
Sheldon Lettich,Bolo Yeung,Alonna Shaw,Kamel Krifa,Action Crime,English,5.5,double impact
Edgar Wright,Bill Bailey,Joe Cornish,Billie Whitelaw,Action Comedy Mystery,English,7.9,hot fuzz
Diane English,Jada Pinkett Smith,Debi Mazar,Debra Messing,Comedy Drama,English,4.9,the women
Woody Allen,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,Drama Romance,English,7.2,vicky cristina barcelona
Peter Flinth,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,Action Adventure Drama Romance War,Swedish,6.6,arn: the knight templar
Jon Lucas,Mila Kunis,Jay Hernandez,Jada Pinkett Smith,Comedy,English,6.7,bad moms
Robert Iscove,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,Comedy Drama Romance,English,5.3,boys and girls
Peter Kosminsky,Patrick Fugit,Cole Hauser,Marc Donato,Drama,English,7.2,white oleander
Karyn Kusama,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,Comedy Fantasy Horror,English,5.1,jennifer's body
Nick Gomez,Will Ferrell,Jamie Lee Curtis,Tracey Walter,Comedy Crime Mystery,English,5.6,drowning mona
Woody Allen,Mike Starr,Don Pardo,Julie Kavner,Comedy,English,7.6,radio days
